[Andhra Pradesh, Karnataka, Madhya Pradesh, Gujarat, Maharashtra, Dadra & Nagar Haveli, Daman & Diu, Jharkhand, Orissa, Chhattisgarh, Meghalaya, Assam, West Bengal, Bihar, Sikkim, Arunachal Pradesh, Nagaland, Manipur, Mizoram, Bangladesh, Tripura, Tripura , Uttar Pradesh, Rajasthan, Jammu & Kashmir, Himachal Pradesh, Punjab, Uttaranchal, Chandigarh, Haryana, Delhi, Kerala, Tamil Nadu, Lakshadweep, Goa, Pondicherry, Andaman & Nicobar Islands, Other Asian Countries, Delhi , Other Europe , Karnataka , Pakistan, Nepal, Rest of the World , UAE, Andaman & Nicobar Islands  , Africa , Sri Lanka , UK, USA, Maldives , Bhutan, Afganisthan, Canada]

[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 306, 58, 5, 3, 0, 0, 0, 2, 0, 0, 0, 5, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 15, 2332, 27, 58, 0, 0, 17, 6, 4, 1, 0, 7, 4, 14, 5, 0, 3, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[23, 0, 17, 5, 23, 0, 0, 136, 102, 4, 1, 39, 10334, 650, 4, 0, 0, 1, 0, 281, 0, 11, 160, 15, 2, 3, 11, 7, 0, 7, 0, 7, 14, 0, 0, 0, 0, 1, 37, 0, 8, 9, 16, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0],
[3, 0, 4, 4, 3, 0, 0, 153, 6, 0, 1, 10, 71, 9311, 0, 0, 1, 1, 0, 2, 0, 0, 88, 6, 6, 0, 38, 6, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 14, 288, 115, 1452, 0, 0, 1, 1, 0, 0, 0, 19, 4, 5, 1, 0, 3, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 1, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 9, 5, 0, 130, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0],
[2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 15, 101, 14, 24, 0, 0, 1039, 11, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 92, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 18, 41, 0, 2, 0, 0, 0, 43, 1487, 23, 0, 24, 0, 5, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 18, 4, 1, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 40, 8, 0, 2, 8, 1, 2, 91, 139, 0, 1160, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[9, 0, 266, 25, 65, 0, 0, 21, 17, 13, 0, 37, 88, 335, 0, 0, 0, 0, 0, 8, 0, 1, 17836, 109, 6, 1, 100, 112, 6, 85, 0, 2, 5, 0, 4, 0, 0, 1, 128, 0, 1, 0, 52, 1, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0],
[1, 0, 161, 104, 46, 0, 0, 6, 7, 1, 0, 13, 35, 44, 0, 0, 2, 0, 0, 0, 0, 0, 261, 8422, 9, 3, 96, 1, 1, 207, 0, 5, 3, 0, 0, 0, 0, 0, 37, 0, 2, 18, 10, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 13, 4, 5, 0, 0, 4, 2, 7, 0, 0, 12, 18, 1, 0, 0, 0, 0, 0, 0, 0, 30, 5, 1751, 10, 51, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[6, 0, 9, 1, 6, 0, 0, 4, 2, 19, 0, 7, 4, 18, 2, 0, 4, 1, 0, 0, 0, 1, 74, 19, 31, 3343, 164, 40, 23, 45, 0, 0, 0, 0, 0, 0, 0, 9, 26, 0, 5, 0, 52, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 11, 4, 18, 0, 0, 3, 5, 4, 1, 4, 35, 141, 0, 0, 4, 1, 0, 0, 0, 1, 254, 84, 32, 88, 4026, 20, 27, 208, 0, 2, 1, 0, 0, 0, 0, 2, 49, 6, 0, 37, 20, 2, 17, 0, 3, 0, 1, 2, 0, 0, 0, 2],
[0, 0, 15, 3, 10, 0, 0, 12, 3, 1, 0, 6, 18, 75, 1, 0, 0, 0, 0, 1, 0, 0, 592, 12, 8, 15, 15, 2129, 4, 27, 0, 0, 1, 0, 0, 0, 0, 0, 33, 0, 0, 1, 14, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0],
[0, 0, 1, 0, 8, 0, 0, 9, 0, 0, 0, 6, 4, 58, 4, 0, 0, 1, 0, 0, 0, 0, 164, 6, 7, 82, 160, 15, 0, 132, 0, 0, 10, 0, 0, 0, 0, 0, 24, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[2, 0, 14, 1, 18, 0, 0, 3, 8, 0, 0, 1, 25, 148, 1, 2, 2, 0, 0, 0, 0, 0, 316, 309, 12, 31, 240, 26, 18, 3084, 0, 2, 8, 0, 0, 0, 0, 1, 128, 1, 0, 20, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[2, 0, 40, 3, 8, 0, 0, 15, 14, 0, 0, 3, 50, 419, 6, 4, 0, 2, 0, 0, 0, 1, 997, 46, 10, 21, 83, 72, 11, 142, 0, 19, 1, 0, 0, 0, 0, 0, 541, 0, 1, 18, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0],
[16, 0, 13, 9, 42, 0, 0, 2, 11, 1, 0, 10, 17, 3, 0, 0, 1, 0, 0, 0, 0, 0, 4, 26, 4, 0, 2, 0, 1, 4, 0, 4709, 257, 4, 1, 1, 0, 4, 16, 1, 69, 1, 0, 0, 151, 0, 1, 1, 0, 2, 1, 0, 0, 0],
[75, 0, 3, 8, 37, 0, 0, 4, 11, 1, 1, 3, 4, 14, 0, 0, 0, 3, 0, 0, 0, 0, 3, 28, 5, 0, 13, 1, 0, 1, 0, 170, 6807, 0, 6, 22, 0, 7, 1, 0, 102, 1, 3, 0, 15, 4, 0, 24, 0, 0, 0, 0, 0, 0],
[2, 0, 0, 0, 5, 1, 3, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 5, 248, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0],
[6, 0, 3, 0, 42, 0, 0, 16, 6, 0, 0, 1, 5, 11, 0, 1, 0, 0, 0, 0, 0, 0, 2, 23, 0, 0, 1, 3, 0, 3, 0, 12, 5, 0, 255, 0, 0, 0, 3, 0, 124, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[57, 0, 0, 5, 4, 0, 0, 0, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 58, 347, 0, 1, 171, 0, 5, 0, 7, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[77, 0, 3, 0, 15, 0, 0, 76, 11, 19, 0, 1, 92, 2, 0, 0, 0, 0, 0, 4, 0, 0, 8, 4, 0, 0, 2, 0, 0, 0, 0, 44, 86, 0, 24, 0, 0, 0, 6, 0, 1, 0, 10, 0, 0, 713, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
